23.03,966.37,71.43,66.70,397.74,"9/13/2022, 04:35:20"
23.03,966.37,71.45,66.86,397.74,"9/13/2022, 04:35:24"
23.02,966.37,71.50,67.28,397.83,"9/13/2022, 04:35:28"
23.02,966.36,71.57,66.75,397.83,"9/13/2022, 04:35:31"
23.02,966.36,71.63,66.65,397.92,"9/13/2022, 04:35:35"
23.01,966.35,71.67,66.91,397.92,"9/13/2022, 04:35:39"
23.01,966.36,71.69,66.75,397.83,"9/13/2022, 04:35:42"
23.00,966.37,71.75,66.65,397.83,"9/13/2022, 04:35:46"
22.99,966.37,71.75,66.60,397.83,"9/13/2022, 04:35:50"
22.98,966.36,71.82,67.44,397.83,"9/13/2022, 04:35:53"
22.98,966.36,71.90,67.12,397.92,"9/13/2022, 04:35:57"
22.98,966.36,71.92,66.96,397.92,"9/13/2022, 04:36:01"
22.99,966.35,71.90,66.96,397.83,"9/13/2022, 04:36:04"
23.01,966.36,71.90,66.96,397.83,"9/13/2022, 04:36:08"
23.02,966.36,71.86,66.75,397.83,"9/13/2022, 04:36:12"
23.03,966.36,71.79,67.01,397.92,"9/13/2022, 04:36:15"
23.05,966.35,71.76,66.75,397.92,"9/13/2022, 04:36:19"
23.05,966.35,71.72,66.96,397.92,"9/13/2022, 04:36:23"
23.06,966.35,71.72,67.33,397.92,"9/13/2022, 04:36:26"
23.07,966.35,71.70,67.65,397.83,"9/13/2022, 04:36:30"
23.08,966.36,71.68,66.86,397.92,"9/13/2022, 04:36:34"
23.08,966.36,71.62,66.91,397.92,"9/13/2022, 04:36:38"
23.09,966.34,71.58,66.81,397.92,"9/13/2022, 04:36:41"
23.10,966.35,71.50,67.01,397.92,"9/13/2022, 04:36:45"
23.10,966.35,71.47,66.96,397.92,"9/13/2022, 04:36:49"
23.10,966.35,71.46,66.91,397.92,"9/13/2022, 04:36:52"
23.11,966.35,71.44,66.75,397.92,"9/13/2022, 04:36:56"
23.11,966.35,71.42,67.60,398.00,"9/13/2022, 04:37:00"
23.12,966.34,71.42,66.91,398.09,"9/13/2022, 04:37:03"
23.13,966.33,71.39,66.34,398.00,"9/13/2022, 04:37:07"
23.14,966.33,71.35,66.86,398.00,"9/13/2022, 04:37:11"
23.15,966.35,71.35,67.12,397.92,"9/13/2022, 04:37:14"
23.17,966.34,71.34,66.75,398.09,"9/13/2022, 04:37:18"
23.19,966.34,71.33,66.86,398.18,"9/13/2022, 04:37:22"
23.20,966.33,71.25,67.07,398.09,"9/13/2022, 04:37:25"
23.21,966.34,71.19,67.28,398.00,"9/13/2022, 04:37:29"
23.20,966.35,71.18,67.12,398.00,"9/13/2022, 04:37:33"
23.21,966.34,71.17,66.96,398.00,"9/13/2022, 04:37:36"
23.22,966.34,71.13,66.75,398.00,"9/13/2022, 04:37:40"
23.23,966.34,71.13,66.70,398.09,"9/13/2022, 04:37:44"
23.23,966.33,71.15,66.81,398.09,"9/13/2022, 04:37:48"
23.23,966.33,71.13,66.86,398.18,"9/13/2022, 04:37:51"
23.23,966.33,71.14,66.86,398.18,"9/13/2022, 04:37:55"
23.23,966.33,71.14,66.81,398.18,"9/13/2022, 04:37:59"
23.23,966.32,71.11,67.33,398.18,"9/13/2022, 04:38:02"
23.22,966.32,71.13,66.86,398.18,"9/13/2022, 04:38:06"
23.22,966.32,71.13,66.60,398.26,"9/13/2022, 04:38:10"
23.21,966.32,71.21,66.91,398.26,"9/13/2022, 04:38:13"
23.21,966.31,71.30,66.54,398.26,"9/13/2022, 04:38:17"
23.21,966.31,71.40,66.96,398.26,"9/13/2022, 04:38:21"
23.23,966.32,71.42,67.12,398.26,"9/13/2022, 04:38:24"
23.24,966.32,71.31,67.17,398.26,"9/13/2022, 04:38:28"
23.24,966.32,71.18,66.75,398.26,"9/13/2022, 04:38:32"
23.25,966.32,71.11,67.17,398.26,"9/13/2022, 04:38:35"
23.24,966.32,71.06,66.75,398.26,"9/13/2022, 04:38:39"
23.24,966.32,71.07,67.33,398.26,"9/13/2022, 04:38:43"
23.24,966.32,71.09,66.96,398.26,"9/13/2022, 04:38:46"
23.26,966.31,71.09,66.91,398.35,"9/13/2022, 04:38:50"
23.27,966.31,71.04,67.39,398.35,"9/13/2022, 04:38:54"
23.28,966.31,70.99,67.17,398.26,"9/13/2022, 04:38:57"
23.29,966.32,70.92,66.91,398.26,"9/13/2022, 04:39:01"
23.30,966.32,70.87,66.60,398.18,"9/13/2022, 04:39:05"
23.31,966.32,70.84,67.17,398.26,"9/13/2022, 04:39:09"
23.30,966.32,71.29,66.44,398.26,"9/13/2022, 04:39:12"
23.30,966.32,72.55,66.75,398.26,"9/13/2022, 04:39:16"
